3d834eff7e8a7b251a7a426a118c3fe872b3d44b,,Remainder,,52,0,0,0,,
third_party/blink/renderer/platform/loader/fetch/unique_identifier.cc,37,static std::atomic_uint64_t g_unique_identifier(1);,Link,Global,No,No,Yes,Equivalent to AtomicSequenceNumber,
third_party/blink/renderer/platform/mediastream/media_stream_component.cc,46,static int g_unique_media_stream_component_id = 0;,Link,Global,No,No,No,Equivalent to AtomicSequenceNumber,
third_party/blink/renderer/platform/mediastream/media_stream_descriptor.cc,42,static int g_unique_media_stream_descriptor_id = 0;,Link,Global,No,No,No,Equivalent to AtomicSequenceNumber,
third_party/blink/renderer/platform/memory_pressure_listener.h,68,static bool is_low_end_device_;,Link,Member,No,Yes,Probably,,MemoryPressureListenerRegistry::Initialize
third_party/blink/renderer/platform/mhtml/mhtml_fuzzer.cc,17,static BlinkFuzzerTestSupport test_support = BlinkFuzzerTestSupport();,Link,Local,No,No,Yes,Fuzzer for testing,
third_party/blink/renderer/platform/network/http_parsers_fuzzer.cc,19,static blink::BlinkFuzzerTestSupport test_support;,Link,Local,No,No,Yes,Fuzzer for testing,
third_party/blink/renderer/platform/png_fuzzer.cc,42,static BlinkFuzzerTestSupport test_support = BlinkFuzzerTestSupport();,Link,Local,No,No,Yes,Fuzzer for testing,
third_party/blink/renderer/platform/scheduler/common/idle_helper_unittest.cc,75,int g_max_idle_task_reposts = 2;,Link,Global,No,No,Yes,For testing,
third_party/blink/renderer/platform/scheduler/common/process_state.cc,15,base::LazyInstance<ProcessState>::Leaky g_process_state;,Link,Global,No,Yes,Yes,,
third_party/blink/renderer/platform/scheduler/common/thread_cpu_throttler.cc,52,static bool signal_handler_installed_;,Link,Member,No,No,Yes,Probably don't have to worry about it for now,
third_party/blink/renderer/platform/scheduler/common/thread_cpu_throttler.cc,55,static Atomic32 thread_exists_;,Link,Member,No,No,Yes,Probably don't have to worry about it for now,
third_party/blink/renderer/platform/scheduler/common/thread_cpu_throttler.cc,56,static Atomic32 throttling_rate_percent_;,Link,Member,No,No,Yes,Probably don't have to worry about it for now,
third_party/blink/renderer/platform/scheduler/common/thread_cpu_throttler.cc,126,static base::TimeTicks lastResumeTime;,Link,Local,No,No,Yes,Probably don't have to worry about it for now,
third_party/blink/renderer/platform/scheduler/common/tracing_helper_unittest.cc,16,const char* g_last_state = nullptr;,Link,Global,No,No,Yes,For testing,
third_party/blink/renderer/platform/scheduler/main_thread/auto_advancing_virtual_time_domain.h,81,  static AutoAdvancingVirtualTimeDomain* g_time_domain_;,Link,Member,No,Yes,No,,
third_party/blink/renderer/platform/scheduler/main_thread/main_thread_scheduler_impl_unittest.cc,119,int g_max_idle_task_reposts = 2;,Link,Global,No,No,Yes,For testing,
third_party/blink/renderer/platform/scheduler/worker/compositor_thread_scheduler.cc,24,CompositorThreadScheduler* g_compositor_thread_scheduler = nullptr;,Link,Global,No,Yes,No,TODO(etienne): Look more into compositor,
third_party/blink/renderer/platform/testing/testing_platform_support_with_web_rtc.cc,29,static uintptr_t last_id_;,Link,Member,No,No,No,,
third_party/blink/renderer/platform/testing/testing_platform_support_with_web_rtc.cc,64,static webrtc::DtlsTransportInformation dummy(,Link,Local,No,Yes,Yes,Should be const,Created a CL
third_party/blink/renderer/platform/testing/testing_platform_support_with_web_rtc.cc,93,static uintptr_t last_id_;,Link,Member,No,No,No,,
third_party/blink/renderer/platform/testing/testing_platform_support_with_web_rtc.cc,127,static webrtc::DtlsTransportInformation dummy(,Link,Local,No,Yes,Yes,Should be const,Created a CL
third_party/blink/renderer/platform/testing/testing_platform_support_with_web_rtc.cc,159,static uintptr_t last_id_;,Link,Member,No,No,No,,
third_party/blink/renderer/platform/testing/testing_platform_support_with_web_rtc.cc,310,static webrtc::PeerConnectionInterface::RTCConfiguration configuration;,Link,Local,No,Yes,Yes,Should be const,Created a CL
third_party/blink/renderer/platform/testing/wtf/scoped_mock_clock.h,28,static ScopedMockClock* top_;,Link,Member,No,No,N/A,For testing,
third_party/blink/renderer/platform/text_codec_fuzzer.cc,31,static BlinkFuzzerTestSupport test_support = BlinkFuzzerTestSupport();,Link,Local,No,No,Yes,Fuzzer for testing,
third_party/blink/renderer/platform/text/character.cc,59,static UCPTrie* trie = nullptr;,Link,Local,No,Yes,No,Should be const,Created a CL
third_party/blink/renderer/platform/text/platform_locale.cc,43,Locale* g_default_locale;,Link,Global,No,Yes,No,Locale should be made const-correct. This is initialized once expect for testing,
third_party/blink/renderer/platform/text/text_break_iterator_icu.cc,49,static WTF::ThreadSpecific<LineBreakIteratorPool>* pool =,Link,Local,No,No,No,This whole break iterator cache thing is super weird. Might be isolate bound,
third_party/blink/renderer/platform/text/text_break_iterator_icu.cc,582,static UText g_empty_text = UTEXT_INITIALIZER;,Link,Global,No,Yes,Yes,Should be const,Created a CL
third_party/blink/renderer/platform/text/text_break_iterator_icu.cc,586,static TextBreakIterator* break_iter = nullptr;,Link,Local,No,No,No,This should just return unique_ptr,
third_party/blink/renderer/platform/text/text_break_iterator_icu.cc,631,static TextBreakIterator* break_iter = nullptr;,Link,Local,No,No,No,This should just return unique_ptr,
third_party/blink/renderer/platform/text/text_break_iterator_icu.cc,832,static TextBreakIterator* iterator = nullptr;,Link,Local,No,No,No,This should just return unique_ptr,
third_party/blink/renderer/platform/text/unicode_utilities_test.cc,46,static bool g_is_test_first_and_last_chars_in_category_failed = false;,Link,Global,No,No,N/A,For testing,
third_party/blink/renderer/platform/web_icon_sizes_fuzzer.cc,14,static BlinkFuzzerTestSupport test_support = BlinkFuzzerTestSupport();,Link,Local,No,No,N/A,Fuzzer for testing,
third_party/blink/renderer/platform/web_test_support.cc,55,static bool g_is_running_web_test = false;,Link,Global,No,No,N/A,"For testing, could be isolate bound",
third_party/blink/renderer/platform/web_test_support.cc,56,static bool g_is_mock_theme_enabled = false;,Link,Global,No,No,N/A,"For testing, could be isolate bound",
third_party/blink/renderer/platform/web_test_support.cc,57,static bool g_is_font_antialiasing_enabled = false;,Link,Global,No,No,N/A,"For testing, could be isolate bound",
third_party/blink/renderer/platform/web_test_support.cc,58,static bool g_is_subpixel_positioning_allowed = true;,Link,Global,No,No,N/A,"For testing, could be isolate bound",
third_party/blink/renderer/platform/weborigin/security_origin.cc,66,static URLSecurityOriginMap* g_url_origin_map = nullptr;,Link,Global,No,No,No,Bound to BlobOriginMap,
third_party/blink/renderer/platform/wtf/allocator/partitions.cc,49,static base::LazyInstance<base::subtle::SpinLock>::Leaky initialization_lock_ =,Link,Global,No,No,Yes,Partitions could be isolate bound,
third_party/blink/renderer/platform/wtf/allocator/partitions.cc,61,static base::LazyInstance<base::PartitionAllocatorGeneric>::Leaky,Link,Global,No,No,Yes,Partitions could be isolate bound,
third_party/blink/renderer/platform/wtf/allocator/partitions.cc,63,static base::LazyInstance<base::PartitionAllocatorGeneric>::Leaky,Link,Global,No,No,Yes,Partitions could be isolate bound,
third_party/blink/renderer/platform/wtf/allocator/partitions.cc,65,static base::LazyInstance<base::PartitionAllocatorGeneric>::Leaky lazy_buffer =,Link,Global,No,No,Yes,Partitions could be isolate bound,
third_party/blink/renderer/platform/wtf/allocator/partitions.cc,67,static base::LazyInstance<base::SizeSpecificPartitionAllocator<1024>>::Leaky,Link,Global,No,No,Yes,Partitions could be isolate bound,
third_party/blink/renderer/platform/wtf/allocator/partitions.cc,109,static size_t observed_max_size_in_mb = 0;,Link,Local,No,No,Yes,Partitions could be isolate bound,
third_party/blink/renderer/platform/wtf/allocator/partitions.h,136,static bool initialized_;,Link,Member,No,Yes,Yes,Partitions could be isolate bound,
third_party/blink/renderer/platform/wtf/allocator/partitions.h,139,static base::PartitionAllocatorGeneric* fast_malloc_allocator_;,Link,Member,No,No,Yes,Partitions could be isolate bound,
third_party/blink/renderer/platform/wtf/allocator/partitions.h,140,static base::PartitionAllocatorGeneric* array_buffer_allocator_;,Link,Member,No,No,Yes,Partitions could be isolate bound,
third_party/blink/renderer/platform/wtf/allocator/partitions.h,141,static base::PartitionAllocatorGeneric* buffer_allocator_;,Link,Member,No,No,Yes,Partitions could be isolate bound,
third_party/blink/renderer/platform/wtf/allocator/partitions.h,142,static base::SizeSpecificPartitionAllocator<1024>* layout_allocator_;,Link,Member,No,No,Yes,Partitions could be isolate bound,
third_party/blink/renderer/platform/wtf/allocator/partitions.h,143,static ReportPartitionAllocSizeFunction report_size_function_;,Link,Member,No,No,Yes,Partitions could be isolate bound,
third_party/blink/renderer/platform/wtf/doubly_linked_list_test.cc,15,static size_t test_node_counter = 0;,Link,Global,No,No,N/A,For testing,
third_party/blink/renderer/platform/wtf/dtoa/double-conversion.cc,46,static DoubleToStringConverter converter(flags,Link,Local,No,Yes,Yes,"stateless, should be const",Created a CL
third_party/blink/renderer/platform/wtf/hash_map_test.cc,278,static int counter_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/wtf/list_hash_set_test.cc,398,static int ref_invokes_count_;,Link,Member,No,No,N/A,For testing,
third_party/blink/renderer/platform/wtf/pod_free_list_arena_test.cc,48,static int test_ids = 0;,Link,Local,No,No,N/A,For testing,
third_party/blink/renderer/platform/wtf/scoped_logger_test.cc,15,static StringBuilder g_builder;,Link,Global,No,No,N/A,For testing,
third_party/blink/renderer/platform/wtf/scoped_logger.h,59,static PrintFunctionPtr print_func_;,Link,Member,No,No,Yes,Function pointer only modified in tests,
third_party/blink/renderer/platform/wtf/stack_util.cc,164,uintptr_t g_main_thread_stack_start = 0;,Link,Global,No,Yes,No,Thread bound,
third_party/blink/renderer/platform/wtf/stack_util.cc,165,uintptr_t g_main_thread_underestimated_stack_size = 0;,Link,Global,No,Yes,No,Thread bound,
third_party/blink/renderer/platform/wtf/std_lib_extras.h,167,static type* name = [](scoped_refptr<type> o) { \,Link,N/A,No,No,No,"Special case for macro, Ignore",
third_party/blink/renderer/platform/wtf/text/string_impl.cc,145,static bool g_allow_creation_of_static_strings = true;,Link,Global,No,Yes,Yes,"Map mutated during execution, frozen after initialization",
third_party/blink/renderer/platform/wtf/text/string_impl.h,162,static StringImpl* empty_;,Link,Member,No,Yes,Yes,Should be const,
third_party/blink/renderer/platform/wtf/text/string_impl.h,163,static StringImpl* empty16_bit_;,Link,Member,No,Yes,Yes,Should be const,
third_party/blink/renderer/platform/wtf/text/string_impl.h,497,static wtf_size_t highest_static_string_length_;,Link,Member,No,No,Probably,"Map mutated during execution, frozen after CoreInitializer::Initialize",
third_party/blink/renderer/platform/wtf/text/text_encoding_registry.cc,108,static TextEncodingNameMap* g_text_encoding_name_map;,Link,Global,No,Yes,No,Maybe could be const?,
third_party/blink/renderer/platform/wtf/text/text_encoding_registry.cc,109,static TextCodecMap* g_text_codec_map;,Link,Global,No,Yes,No,Maybe could be const?,
third_party/blink/renderer/platform/wtf/threading.cc,24,static bool g_thread_created = false;,Link,Global,No,No,No,,
third_party/blink/renderer/platform/wtf/threading.h,86,static ThreadSpecific<Threading>* static_data_;,Link,Member,Yes,No,Yes,,
third_party/blink/renderer/platform/wtf/time.cc,37,static TimeFunction g_mock_time_function_for_testing = nullptr;,Link,Global,No,No,N/A,For testing,
third_party/blink/renderer/platform/wtf/type_traits.h,60,static T* t_;,Link,Member,No,Yes,N/A,meta-programming,
third_party/blink/renderer/platform/wtf/type_traits.h,77,static T* t_;,Link,Member,No,Yes,N/A,meta-programming,
third_party/blink/renderer/platform/wtf/type_traits.h,94,static T* t_;,Link,Member,No,Yes,N/A,meta-programming,
third_party/blink/renderer/platform/wtf/type_traits.h,111,static T* t_;,Link,Member,No,Yes,N/A,meta-programming,
third_party/blink/renderer/platform/wtf/wtf_test_helper.h,201,static int ref_invokes_count_;,Link,Member,No,No,N/A,For testing,
third_party/blink/renderer/platform/wtf/wtf_test_helper.h,250,static unsigned live_;,Link,Member,No,No,N/A,For testing,
third_party/blink/renderer/platform/wtf/wtf.cc,47,bool g_initialized;,Link,Global,No,N/A,Yes,,
third_party/blink/renderer/platform/wtf/wtf.cc,49,base::PlatformThreadId g_main_thread_identifier;,Link,Global,No,No,No,,WTF::Initialize
third_party/blink/renderer/core/frame/csp/csp_directive_list.cc,1523,static ContentSecurityPolicy::DirectiveType directives[] = {,Link,Local,No,Yes,Yes,Should be const,
third_party/blink/renderer/core/html/html_element.cc,346,static AttributeTriggers attribute_triggers[] = {,Link,Local,No,Yes,Yes,Probably const,
third_party/blink/renderer/core/layout/layout_theme_mac.mm,276,static FontSelectionValue font_weights[] = {,Link,Local,No,Yes,Yes,Should be const,
third_party/blink/renderer/core/layout/ng/inline/ng_inline_node_test.cc,679,static CreateNode node_creators[] = {,Link,Global,No,Yes,Yes,Should be const,
third_party/blink/renderer/core/scroll/scrollbar_theme_mock.cc,35,static int g_c_scrollbar_thickness[] = {15,Link,Global,No,Yes,Yes,Should be const,
third_party/blink/renderer/core/xml/parser/xml_document_parser.cc,1339,static xmlChar g_shared_xhtml_entity_result[9] = {0,Link,Global,No,No,No,,
third_party/blink/renderer/modules/payments/payments_validators_test.cc,30,static char long_string[2050];,Link,Local,No,No,N/A,For testing,
third_party/blink/renderer/modules/screen_orientation/screen_orientation.cc,54,static ScreenOrientationInfo orientation_map[] = {,Link,Local,No,Yes,Yes,Probably const,
third_party/blink/renderer/modules/webaudio/audio_node.h,298,static int node_count_[kNodeTypeEnd];,Link,Member,No,No,No,For degugging,
third_party/blink/renderer/platform/audio/hrtf_elevation.cc,199,static int g_max_elevations[] = {,Link,Global,No,Yes,Yes,Should be const,
third_party/blink/renderer/platform/audio/vector_math_test.cc,261,static float destinations_[kDestinationCount][kFloatArraySize];,Link,Member,No,No,N/A,For testing,
third_party/blink/renderer/platform/audio/vector_math_test.cc,262,static float sources_[kSourceCount][kFloatArraySize];,Link,Member,No,No,N/A,For testing,
third_party/blink/renderer/platform/fonts/mac/font_matcher_mac.mm,335,static int app_kit_font_weights[] = {,Link,Local,No,Yes,Yes,Should be const,
third_party/blink/renderer/platform/image-decoders/png/png_image_decoder_test.cc,122,static PublicFrameInfo g_png_animated_frame_info[] = {,Link,Global,No,Yes,Yes,Should be const,
third_party/blink/renderer/platform/mac/color_mac.mm,69,static unsigned cached_rgba_values[kCacheSize];,Link,Local,No,Sortof,No,,
third_party/blink/renderer/platform/text/hyphenation/hyphenation_minikin.cc,154,static LocaleFallback locale_fallback_data[] = {,Link,Local,No,Yes,Yes,Should be const,
third_party/blink/renderer/platform/wtf/scoped_logger_test.cc,14,static char g_buffer[kPrinterBufferSize];,Link,Global,No,No,N/A,For testing,
